n_samples,n_water_only,n_non_water_only,mean_mse_global,median_mse_global,std_mse_global,p90_mse_global,mean_mae_global,median_mae_global,std_mae_global,p90_mae_global,mean_ssim_global,median_ssim_global,std_ssim_global,p90_ssim_global,mean_mse_brain,median_mse_brain,std_mse_brain,p90_mse_brain,mean_mae_brain,median_mae_brain,std_mae_brain,p90_mae_brain,mean_ssim_brain,median_ssim_brain,std_ssim_brain,p90_ssim_brain,mean_peak_abs_err_brain,median_peak_abs_err_brain,std_peak_abs_err_brain,p90_peak_abs_err_brain,mean_peak_rel_err_brain,median_peak_rel_err_brain,std_peak_rel_err_brain,p90_peak_rel_err_brain,mean_peak_loc_err_vox_brain,median_peak_loc_err_vox_brain,std_peak_loc_err_vox_brain,p90_peak_loc_err_vox_brain,mean_peak_loc_err_mm_brain,median_peak_loc_err_mm_brain,std_peak_loc_err_mm_brain,p90_peak_loc_err_mm_brain,mean_dice_focus_brain_thr50,median_dice_focus_brain_thr50,std_dice_focus_brain_thr50,p90_dice_focus_brain_thr50,mean_dice_focus_brain_thr70,median_dice_focus_brain_thr70,std_dice_focus_brain_thr70,p90_dice_focus_brain_thr70,checkpoint,epoch
100,10,90,0.0049900431348942,0.0045791056472808,0.0014110820863141,0.006797189451754,0.0322059796378016,0.0319473873823881,0.003216721295374,0.0361802201718092,0.722096404658582,0.7210433010579164,0.0178911997704524,0.7420704193009005,0.010088619382845,0.0091758840717375,0.0028473835811438,0.0144121130928397,0.0619147221661276,0.0606254842132329,0.0077699892805508,0.0734066054224968,0.7138289036027626,0.7190362963893691,0.0309946454160192,0.7528029855146817,0.2036615663104587,0.1655154228210449,0.1571806814354534,0.4158088207244875,0.053662652944602,0.0413970970708096,0.0465017948287798,0.1258544775466653,2.2831697911297097,1.7320508075688772,3.729525161075461,4.58257569495584,2.2831697911297097,1.7320508075688772,3.729525161075461,4.58257569495584,0.8620946247456538,0.8686451875373999,0.0483294132224924,0.915219155839064,0.8540316464818827,0.8664980803667477,0.0558970255639832,0.9134762497636232,best.pth,84
100,10,90,0.0097599725797772,0.0082386075519025,0.0053977514081475,0.0108306852169335,0.0426580218598246,0.0406796596944332,0.0087204336725774,0.0473943855613471,0.6575118193496118,0.6551753905438383,0.0204995366575724,0.6843653856555568,0.0200745636286834,0.0194101175293326,0.0051774163131173,0.0274231284856796,0.0848430471701754,0.0835657939314842,0.0121427804585247,0.1007657594978809,0.5906639093519952,0.5985430480930698,0.03769175743561,0.6296729686752539,0.4164065546459622,0.3838105201721191,0.2911392267703585,0.8567231416702271,0.0966582221930301,0.0929438291201894,0.0616618827860986,0.1842764992649252,2.956468750065301,2.449489742783178,3.475847343038749,4.898979485566356,2.956468750065301,2.449489742783178,3.475847343038749,4.898979485566356,0.7517239874784962,0.7627528795389644,0.0751307216814499,0.8456255787883776,0.7521810715852283,0.7518545993959501,0.0974015308957174,0.8737413955060095,epoch_010.pth,10
100,10,90,0.0079224233794957,0.0070651674177497,0.0030003054531051,0.0096299174241721,0.0399384265020489,0.0391591042280197,0.0048909007134445,0.0442245531827211,0.675377963452062,0.6716983118045554,0.0275376169368084,0.7044617905492666,0.0162013759422633,0.0157565483823418,0.0038663128454487,0.022182703949511,0.0804298927386601,0.0782017447054386,0.0088263667887618,0.0936034500598907,0.6071360869834371,0.60829874300618,0.0293923297377876,0.6411339801710415,0.2443131473329332,0.2315316200256347,0.1616159001474378,0.4229559898376466,0.0630762166328432,0.0534865039336402,0.047192254768418,0.1230866302429521,2.976267932026924,2.449489742783178,3.563338989254844,5.0990195135927845,2.976267932026924,2.449489742783178,3.563338989254844,5.0990195135927845,0.7541693148630227,0.761391738409074,0.0761682018697672,0.8548114249835592,0.7206201172361447,0.7387765431390259,0.0997066663885327,0.8483640786759293,epoch_020.pth,20
100,10,90,0.0066025903169065,0.0056468569673597,0.0032784541238226,0.0077670505270362,0.0373482836224138,0.0357994996011257,0.0067624494873773,0.0411811709403992,0.6889471341129656,0.6892301595732904,0.013848157948195,0.7054580023370307,0.0126367080749736,0.0121295237913727,0.0030966480540458,0.0172844775021076,0.0728667546891503,0.071551714092493,0.0071911444949309,0.082158138602972,0.6367426026791011,0.6375772024972299,0.0275576020469236,0.670669894565865,0.2999628570344713,0.2617596387863159,0.1918472971406586,0.5956276416778565,0.0707021609509913,0.0673971601288555,0.0411840583280603,0.1269089692538641,2.788979192518254,2.23606797749979,3.4495467588478923,5.0990195135927845,2.788979192518254,2.23606797749979,3.4495467588478923,5.0990195135927845,0.8120776856204495,0.8235683292325952,0.0546318550149871,0.8779521192020285,0.7935872919404744,0.8052593768761676,0.0695569730438537,0.8813817330061422,epoch_030.pth,30
100,10,90,0.0066857835976406,0.0061448088381439,0.0021230881450651,0.0079458842985332,0.0375877313315868,0.0368326902389526,0.0038847113211403,0.0404851496219635,0.6787692043068513,0.6753902577431414,0.0221683996199138,0.7034733886539517,0.0124927725280738,0.0119701870717108,0.0032943648441599,0.0168527886271476,0.0679984123756488,0.0659775473177433,0.0079984412622347,0.0792148388922214,0.6869730521275715,0.6893308089901168,0.0306925219682541,0.7211684074838455,0.4034059762954712,0.4109680652618408,0.2033086881319649,0.696948528289795,0.096704447739227,0.0981031843950958,0.0444502102536077,0.1543918305527361,2.551210817684346,2.118033988749895,3.6669986254818703,4.58257569495584,2.551210817684346,2.118033988749895,3.6669986254818703,4.58257569495584,0.7708805272196688,0.7675022244820018,0.0694324172754074,0.8670657957860864,0.7529233923538328,0.7487157872425209,0.0822922798053628,0.8577464788599506,epoch_040.pth,40
100,10,90,0.0057297905674204,0.0053234749939292,0.001792893457765,0.0071283360477536,0.0344472575187683,0.0340226273983716,0.0037063496835312,0.0381409384310245,0.7082563946832761,0.706192476542755,0.0205722668734243,0.7335563030061755,0.0115075728545586,0.0106112998910248,0.0033030961523991,0.0161660369485616,0.0664815479682551,0.0642597936093807,0.0085680463853116,0.0776659704744816,0.6928357795141038,0.6971167303768331,0.0316285173840406,0.7305391073498803,0.1963077439202202,0.1767917871475219,0.166861898346118,0.3568079471588135,0.0484296495425531,0.0455076296130451,0.0393450565076228,0.0920591290226427,2.3837608634107443,1.8660254037844384,3.708236437904762,4.276634187902944,2.3837608634107443,1.8660254037844384,3.708236437904762,4.276634187902944,0.8391849139960371,0.8532547911245177,0.057665598520178,0.9044215929769904,0.828089768273743,0.8298719258318932,0.067068486858527,0.9031162916389284,epoch_050.pth,50
100,10,90,0.0057305179606191,0.0054595523979514,0.0015540699341017,0.007411864073947,0.0342904892936348,0.0342738647013902,0.0033382574548327,0.0379959788173437,0.7141495404887211,0.7113126731534133,0.0193184232823176,0.7358968957831116,0.0110361596931599,0.0102212456986308,0.0031803154003484,0.0151434938423335,0.0648767392668459,0.0626601334661245,0.0090244638634001,0.0787465177476406,0.6996122777716051,0.7014172096588118,0.0372001878066435,0.7425530230742203,0.1739510059356689,0.1363613605499267,0.1417201251986112,0.3731438159942627,0.0435652991488318,0.0335316929556286,0.0365376688784381,0.0976907113092334,2.6551542858062844,1.7320508075688772,3.7409357336111735,5.0990195135927845,2.6551542858062844,1.7320508075688772,3.7409357336111735,5.0990195135927845,0.8367431727790289,0.8433134070609534,0.0529742729272764,0.8954504029249466,0.8233446905891751,0.8377756784276073,0.0603538836918373,0.8935701650139668,epoch_060.pth,60
100,10,90,0.0055564401159062,0.0051181153394281,0.0015157400519529,0.0071013852488249,0.0343303349427878,0.0339960511773824,0.0034503362312439,0.0383532978594303,0.7036758982114039,0.7024991794988839,0.0171893592245562,0.7241270912467926,0.0115725157782435,0.011045467108488,0.0031642942481035,0.0161760158836841,0.0667509138584137,0.0655125193297863,0.008333675708099,0.0783649876713752,0.6930565925835526,0.6949964659657406,0.0299385133114281,0.7308080041794816,0.1677986065546671,0.1275860071182251,0.1365057611347073,0.3655745506286621,0.0425580387694305,0.0292784384013851,0.0375335338434241,0.0874855422914745,2.329277111207729,1.7320508075688772,3.735270527951295,4.123105625617661,2.329277111207729,1.7320508075688772,3.735270527951295,4.123105625617661,0.8539673879556854,0.8652922893049511,0.0512093636695073,0.9115344803393796,0.8392628178224028,0.8462102830589835,0.0607457788120164,0.9099000699364662,epoch_070.pth,70
100,10,90,0.0053805756289511,0.0049638033378869,0.001583855827521,0.0069204572122544,0.0333558075502514,0.033107403665781,0.003220989908213,0.0372348990291357,0.7172282581585228,0.7152921983630462,0.0190609254072741,0.7367397345512895,0.0105585886838121,0.0096906167455017,0.0028572691212645,0.0147349383682012,0.063614652512802,0.0618735086172819,0.007532409211379,0.0743742778897285,0.7092533276538974,0.7126398503177347,0.0282645877670672,0.7427172419821909,0.2165333165062798,0.1812663078308105,0.1642217293260674,0.4441593885421753,0.0547760730080725,0.0447354251223684,0.0445333841295098,0.1173542342835215,2.3356927317085456,1.4142135623730951,3.752049146316877,4.381266618682193,2.3356927317085456,1.4142135623730951,3.752049146316877,4.381266618682193,0.8481157449903426,0.8551305054976898,0.0521518098904901,0.9069389917395348,0.8294840799081442,0.8336047774009868,0.0645479147535103,0.9002261113486145,epoch_080.pth,80
100,10,90,0.0052862924872897,0.0048707341775298,0.0015119297740826,0.0070342737715691,0.0338638771697878,0.0333936382085084,0.0037269363951699,0.0384381432086229,0.7034936058610494,0.7024416136666054,0.0190661366322097,0.7255427289899037,0.0104126755820794,0.0094480132684111,0.003292506395398,0.0145270799286663,0.0636086038831207,0.0618826672434806,0.0093444727497226,0.0777932725846767,0.7009116691430127,0.7045813928237847,0.0349752141428588,0.7418147452670838,0.2253441969553629,0.1988431215286255,0.13562928889568,0.4194059371948242,0.0538828265960477,0.0500513990579501,0.029749745808962,0.0938533096448562,2.2570909550060576,1.7320508075688772,3.820265607221404,4.58257569495584,2.2570909550060576,1.7320508075688772,3.820265607221404,4.58257569495584,0.8544057659322005,0.8609226642021706,0.046376199641135,0.9099371780660944,0.8448449399923762,0.8465463108180431,0.0534236237884183,0.9081859311288168,epoch_090.pth,90
