n_samples,n_water_only,n_non_water_only,mean_mse_global,median_mse_global,std_mse_global,p90_mse_global,mean_mae_global,median_mae_global,std_mae_global,p90_mae_global,mean_ssim_global,median_ssim_global,std_ssim_global,p90_ssim_global,mean_profile_pearson_centroid_to_end,median_profile_pearson_centroid_to_end,std_profile_pearson_centroid_to_end,p90_profile_pearson_centroid_to_end,mean_profile_mae_centroid_to_end,median_profile_mae_centroid_to_end,std_profile_mae_centroid_to_end,p90_profile_mae_centroid_to_end,mean_mse_brain,median_mse_brain,std_mse_brain,p90_mse_brain,mean_mae_brain,median_mae_brain,std_mae_brain,p90_mae_brain,mean_ssim_brain,median_ssim_brain,std_ssim_brain,p90_ssim_brain,mean_peak_abs_err_brain,median_peak_abs_err_brain,std_peak_abs_err_brain,p90_peak_abs_err_brain,mean_peak_rel_err_brain,median_peak_rel_err_brain,std_peak_rel_err_brain,p90_peak_rel_err_brain,mean_peak_loc_err_vox_brain,median_peak_loc_err_vox_brain,std_peak_loc_err_vox_brain,p90_peak_loc_err_vox_brain,mean_peak_loc_err_mm_brain,median_peak_loc_err_mm_brain,std_peak_loc_err_mm_brain,p90_peak_loc_err_mm_brain,mean_dice_focus_brain_thr20,median_dice_focus_brain_thr20,std_dice_focus_brain_thr20,p90_dice_focus_brain_thr20,mean_dice_focus_brain_thr30,median_dice_focus_brain_thr30,std_dice_focus_brain_thr30,p90_dice_focus_brain_thr30,mean_dice_focus_brain_thr50,median_dice_focus_brain_thr50,std_dice_focus_brain_thr50,p90_dice_focus_brain_thr50,mean_dice_focus_brain_thr70,median_dice_focus_brain_thr70,std_dice_focus_brain_thr70,p90_dice_focus_brain_thr70,mean_dice_focus_brain_thr90,median_dice_focus_brain_thr90,std_dice_focus_brain_thr90,p90_dice_focus_brain_thr90,checkpoint,epoch
100,10,90,0.0038003606256097,0.0037425681948661,0.0008423361857237,0.0049305819440633,0.0281994192488491,0.0282858712251329,0.0026100379969554,0.0318368565291166,0.7666945224531418,0.7636410240549902,0.0192701755144371,0.7892940468098021,0.9906682402373296,0.9931062706340644,0.0067852393220777,0.995505325261642,0.1352009381684992,0.1255930438637733,0.0327358416409543,0.1781368777155876,0.0082307839300483,0.0074113567825406,0.00295367836636,0.0121062931604683,0.0544313544614447,0.0527835637331008,0.0080387002268179,0.0652345135807991,0.756334418568736,0.7610775285446219,0.0362437911232049,0.7970048831778364,0.1419600407282511,0.1322547197341919,0.0956534122626932,0.2829784631729126,0.0354221848699722,0.03121804796388,0.0246234152921413,0.0767460467620098,2.0214219328236323,1.4142135623730951,3.653380174965769,3.741657386773941,2.0214219328236323,1.4142135623730951,3.653380174965769,3.741657386773941,0.7211434548604002,0.7280845993971506,0.0444045796148647,0.7736946685568935,0.7683720700039154,0.7750118094940075,0.0572973434006387,0.8372875273140122,0.864423672060559,0.8793065056949922,0.0508957916035862,0.919259517377442,0.8531106783748064,0.8622025885283269,0.0555117043514038,0.9144143661069042,0.7520465035463946,0.7637962400687333,0.0978026647353949,0.8574500767169487,epoch_030.pth,30
100,10,90,0.0033281281474046,0.0032256641425192,0.0007064449602933,0.0042276351246982,0.0266690115630626,0.0268417717888951,0.0024120168749669,0.0299190016463398,0.7853123723946758,0.7851543678325976,0.0182810074707761,0.8065685930952857,0.9908219309748478,0.992954731116512,0.0067586329044682,0.9964261807107267,0.1295122189654244,0.120488740503788,0.0344980995127751,0.1747171998023987,0.0077239954585416,0.0072500142268836,0.0025154168633479,0.0107097355648875,0.0524723608874612,0.050975926220417,0.0071045093796264,0.0618794865906238,0.7785408526571459,0.7811949674066246,0.0323939756921434,0.8175512796704574,0.1288481844796074,0.1060858964920044,0.1040464260604837,0.2826948881149292,0.0328306293087408,0.0243113184568884,0.0283968195998672,0.0758267892640135,1.9202042069461636,1.4142135623730951,3.5810510907745186,3.741657386773941,1.9202042069461636,1.4142135623730951,3.5810510907745186,3.741657386773941,0.7250947504369069,0.7229800567932161,0.0423175258564284,0.7774442341144711,0.789667548370563,0.8001912523562806,0.0556332540297596,0.854931182135856,0.8733645211993356,0.8816036566710044,0.0462528823087427,0.9214442098476,0.8617643106404005,0.8717269736682245,0.0568407671252767,0.9321180376747632,0.7752502631483295,0.789579606356194,0.1079172596885391,0.8982731553236448,epoch_220.pth,220
