n_samples,n_water_only,n_non_water_only,mean_mse_global,median_mse_global,std_mse_global,p90_mse_global,mean_mae_global,median_mae_global,std_mae_global,p90_mae_global,mean_ssim_global,median_ssim_global,std_ssim_global,p90_ssim_global,mean_mse_brain,median_mse_brain,std_mse_brain,p90_mse_brain,mean_mae_brain,median_mae_brain,std_mae_brain,p90_mae_brain,mean_ssim_brain,median_ssim_brain,std_ssim_brain,p90_ssim_brain,mean_peak_abs_err_brain,median_peak_abs_err_brain,std_peak_abs_err_brain,p90_peak_abs_err_brain,mean_peak_rel_err_brain,median_peak_rel_err_brain,std_peak_rel_err_brain,p90_peak_rel_err_brain,mean_peak_loc_err_vox_brain,median_peak_loc_err_vox_brain,std_peak_loc_err_vox_brain,p90_peak_loc_err_vox_brain,mean_peak_loc_err_mm_brain,median_peak_loc_err_mm_brain,std_peak_loc_err_mm_brain,p90_peak_loc_err_mm_brain,mean_dice_focus_brain_thr50,median_dice_focus_brain_thr50,std_dice_focus_brain_thr50,p90_dice_focus_brain_thr50,mean_dice_focus_brain_thr70,median_dice_focus_brain_thr70,std_dice_focus_brain_thr70,p90_dice_focus_brain_thr70,checkpoint,epoch,predictor_type,dx_mm
100,10,90,0.0033510768949054,0.0032970766769722,0.0006936581054478,0.0041717920452356,0.0251232765428721,0.0250326851382851,0.0022406222218555,0.0281426297500729,0.800346349760123,0.7976471753711465,0.0155099920504597,0.8202438762228679,0.0068922287991477,0.0062104822136461,0.0025059710737984,0.0100478805601596,0.0477449607517984,0.0464659631252288,0.0070737670792335,0.0570333261042833,0.7977967490621037,0.7978492522759664,0.0336276823913675,0.8347345067581348,0.1420120371712578,0.1324580907821655,0.0956855741733349,0.2827667951583862,0.0354333076090836,0.0312005832161748,0.0246252596577649,0.0766700097524901,2.0214219328236323,1.4142135623730951,3.653380174965769,3.741657386773941,2.0214219328236323,1.4142135623730951,3.653380174965769,3.741657386773941,0.8650123196645552,0.8791739867811207,0.0510114332258991,0.9182248325608112,0.8531055101972714,0.8622025885283269,0.0554681849051273,0.9140725440099272,last_lowres_freeze_cgan.pth,63,lowres_freeze_cgan,1.0
