n_samples,n_water_only,n_non_water_only,mean_mse_global,median_mse_global,std_mse_global,p90_mse_global,mean_mae_global,median_mae_global,std_mae_global,p90_mae_global,mean_ssim_global,median_ssim_global,std_ssim_global,p90_ssim_global,mean_mse_brain,median_mse_brain,std_mse_brain,p90_mse_brain,mean_mae_brain,median_mae_brain,std_mae_brain,p90_mae_brain,mean_ssim_brain,median_ssim_brain,std_ssim_brain,p90_ssim_brain,mean_peak_abs_err_brain,median_peak_abs_err_brain,std_peak_abs_err_brain,p90_peak_abs_err_brain,mean_peak_rel_err_brain,median_peak_rel_err_brain,std_peak_rel_err_brain,p90_peak_rel_err_brain,mean_peak_loc_err_vox_brain,median_peak_loc_err_vox_brain,std_peak_loc_err_vox_brain,p90_peak_loc_err_vox_brain,mean_peak_loc_err_mm_brain,median_peak_loc_err_mm_brain,std_peak_loc_err_mm_brain,p90_peak_loc_err_mm_brain,mean_dice_focus_brain_thr50,median_dice_focus_brain_thr50,std_dice_focus_brain_thr50,p90_dice_focus_brain_thr50,mean_dice_focus_brain_thr70,median_dice_focus_brain_thr70,std_dice_focus_brain_thr70,p90_dice_focus_brain_thr70,checkpoint,epoch,predictor_type,dx_mm
100,10,90,0.0033767541870474,0.0033211907139047,0.0006553356841981,0.004274637857452,0.0256558961607515,0.0257677510380744,0.0021153118363765,0.0288287097588181,0.7920934233208331,0.7897144020251239,0.0170113159764786,0.8120721669573243,0.0066876344175802,0.0059037168975919,0.002456195652721,0.0098585185594856,0.0477783784684207,0.0461326017975807,0.0070903992544619,0.0580071628093719,0.7935778769709668,0.7956330620423083,0.0329769385599801,0.8302146879258194,0.1144302818510267,0.093837022781372,0.0775048813793148,0.2450853824615479,0.0288027096242216,0.0213852589054005,0.0205139488827242,0.064613222398283,2.0722797460529483,1.4142135623730951,3.7646146311097226,3.741657386773941,2.0722797460529483,1.4142135623730951,3.7646146311097226,3.741657386773941,0.8637342214879271,0.8648304501248703,0.0444802531159839,0.9214846714811336,0.8529014697104058,0.8588873729215067,0.0459266955429121,0.9058695536651,best_lowres_freeze_cgan.pth,33,lowres_freeze_cgan,1.0
100,10,90,0.0033733302587643,0.0033129076473414,0.0006553498559439,0.004223561193794,0.0255689010955393,0.0255839703604578,0.0021492335295614,0.0286698725074529,0.7930078989132909,0.7910472213577688,0.0174262400719162,0.8138663014065386,0.0067208063685231,0.0058973655104637,0.0024829092336484,0.0097980397753417,0.0479394062939617,0.0465310551226139,0.0072228851322856,0.0584668196737766,0.7930013310681544,0.7952474838671907,0.0334428050513108,0.8315493115269316,0.1144632975260416,0.0938067436218261,0.07749760344249,0.245300817489624,0.0288081190310843,0.0213523432197831,0.0205079951411867,0.064586649875954,2.046419259115161,1.4142135623730951,3.7610505911587895,3.741657386773941,2.046419259115161,1.4142135623730951,3.7610505911587895,3.741657386773941,0.8637763371983034,0.8638062137919927,0.0441291134513627,0.919631429967652,0.8529240124662819,0.8592545791779101,0.0461143458313753,0.9060919662709448,last_lowres_freeze_cgan.pth,40,lowres_freeze_cgan,1.0
